user,rating,review,date,clean_review,tokens
Yanto Nuryanto,1,MASALAH BLANK PUTIH masih lanjut ternyata ....... kecewa kukir sudah bisa...,2026-03-01 20:30:48,masalah blank putih masih lanjut ternyata  kecewa kukir sudah bisa,"['masalah', 'blank', 'putih', 'masih', 'lanjut', 'ternyata', 'kecewa', 'kukir', 'sudah', 'bisa']"
Shinta Yuanita sari,4,saya mau buat rekening dari brimo gagal terus,2026-03-01 20:29:12,saya mau buat rekening dari brimo gagal terus,"['saya', 'mau', 'buat', 'rekening', 'dari', 'brimo', 'gagal', 'terus']"
Abu Tholib,5,baik,2026-03-01 20:17:47,baik,['baik']
wahyu da silva serdadu,5,mantap,2026-03-01 20:08:36,mantap,['mantap']
Maketek Padang,5,bagaimana cara perolehan akun BRIMO utk partisipasi saham di investasi pasar saham,2026-03-01 20:02:49,bagaimana cara perolehan akun brimo utk partisipasi saham di investasi pasar saham,"['bagaimana', 'cara', 'perolehan', 'akun', 'brimo', 'utk', 'partisipasi', 'saham', 'di', 'investasi', 'pasar', 'saham']"
Bunga Pertiwi,5,"selama pakai brimo aman dan lancar, solusi ketika malas ngurus atm karna udah ed",2026-03-01 20:02:04,selama pakai brimo aman dan lancar solusi ketika malas ngurus atm karna udah ed,"['selama', 'pakai', 'brimo', 'aman', 'dan', 'lancar', 'solusi', 'ketika', 'malas', 'ngurus', 'atm', 'karna', 'udah', 'ed']"
Panjoel M,2,"Kenapa Sekarang Apk ini kok kalo d buka selalu Layarnya putih.. Habis itu Langsung keluar sendiri dari Apk, Bisa di buka tp harus di kosongkan datanya & masuk lagi, tp hanya satu kali.. & selalu begitu terus 😔, sementara saya kasih bintang 2 aja",2026-03-01 20:00:13,kenapa sekarang apk ini kok kalo d buka selalu layarnya putih habis itu langsung keluar sendiri dari apk bisa di buka tp harus di kosongkan datanya  masuk lagi tp hanya satu kali  selalu begitu terus  sementara saya kasih bintang  aja,"['kenapa', 'sekarang', 'apk', 'ini', 'kok', 'kalo', 'd', 'buka', 'selalu', 'layarnya', 'putih', 'habis', 'itu', 'langsung', 'keluar', 'sendiri', 'dari', 'apk', 'bisa', 'di', 'buka', 'tp', 'harus', 'di', 'kosongkan', 'datanya', 'masuk', 'lagi', 'tp', 'hanya', 'satu', 'kali', 'selalu', 'begitu', 'terus', 'sementara', 'saya', 'kasih', 'bintang', 'aja']"
mariani sianturi,5,aplikasi mengapa sering error,2026-03-01 19:59:58,aplikasi mengapa sering error,"['aplikasi', 'mengapa', 'sering', 'error']"
Oca Cibungsu,1,BRI t##ol..aplikasi ga bisa di buka .. miskin,2026-03-01 19:59:37,bri tolaplikasi ga bisa di buka  miskin,"['bri', 'tolaplikasi', 'ga', 'bisa', 'di', 'buka', 'miskin']"
Bahtiar Ysf,5,mudah cepat mantap 👍,2026-03-01 19:59:34,mudah cepat mantap ,"['mudah', 'cepat', 'mantap']"
Awendra Awendra,5,bagus,2026-03-01 19:51:23,bagus,['bagus']
Kagok Barbar,5,Oke memudahkan transaksi,2026-03-01 19:46:53,oke memudahkan transaksi,"['oke', 'memudahkan', 'transaksi']"
Balyanur Mustofa159,5,keren,2026-03-01 19:43:56,keren,['keren']
Heru Trisapto,2,brimo susah diakses. tiap buka aplikasinya selalu keluar layar putih. udah diupdate sama saja tidak ada perubahan.,2026-03-01 19:42:28,brimo susah diakses tiap buka aplikasinya selalu keluar layar putih udah diupdate sama saja tidak ada perubahan,"['brimo', 'susah', 'diakses', 'tiap', 'buka', 'aplikasinya', 'selalu', 'keluar', 'layar', 'putih', 'udah', 'diupdate', 'sama', 'saja', 'tidak', 'ada', 'perubahan']"
Fer Nan,1,"Brimo BRI Aplikasi Yang Sangat Membantu Untuk Nasabah Bertransaksi, Good Job",2026-03-01 19:41:11,brimo bri aplikasi yang sangat membantu untuk nasabah bertransaksi good job,"['brimo', 'bri', 'aplikasi', 'yang', 'sangat', 'membantu', 'untuk', 'nasabah', 'bertransaksi', 'good', 'job']"
AdityaEka Putra,2,"Gabisa Login, untuk scan E-KTP nya burem padahal camera jelas jelas normal.",2026-03-01 19:36:48,gabisa login untuk scan ektp nya burem padahal camera jelas jelas normal,"['gabisa', 'login', 'untuk', 'scan', 'ektp', 'nya', 'burem', 'padahal', 'camera', 'jelas', 'jelas', 'normal']"
Permata Cell,5,ok,2026-03-01 19:36:18,ok,['ok']
Gelang Saputra,5,sangat 👍,2026-03-01 19:35:36,sangat ,['sangat']
Suci Amalia Putri_B,1,tidak rekomen bank satu ini selalu bermasalah 1. mesin atm tidak layak pakai 2. uang sobek kok masuk atm 3. bank bri selalu antri dan lama,2026-03-01 19:30:15,tidak rekomen bank satu ini selalu bermasalah  mesin atm tidak layak pakai  uang sobek kok masuk atm  bank bri selalu antri dan lama,"['tidak', 'rekomen', 'bank', 'satu', 'ini', 'selalu', 'bermasalah', 'mesin', 'atm', 'tidak', 'layak', 'pakai', 'uang', 'sobek', 'kok', 'masuk', 'atm', 'bank', 'bri', 'selalu', 'antri', 'dan', 'lama']"
Muhamad Ridho,5,sangat bermanfaat,2026-03-01 19:29:12,sangat bermanfaat,"['sangat', 'bermanfaat']"
Prayudha Bachtiar,5,nice info,2026-03-01 19:26:12,nice info,"['nice', 'info']"
alan dahlan,5,goods zoobss,2026-03-01 19:23:37,goods zoobss,"['goods', 'zoobss']"
imam pratama,1,ini kenapa sampe sekarang belum bisa loqin terus ya .. aplikasi nambah gak jelas banget .,2026-03-01 19:21:09,ini kenapa sampe sekarang belum bisa loqin terus ya  aplikasi nambah gak jelas banget ,"['ini', 'kenapa', 'sampe', 'sekarang', 'belum', 'bisa', 'loqin', 'terus', 'ya', 'aplikasi', 'nambah', 'gak', 'jelas', 'banget']"
Cicik Winarti,5,pelayanannya sangat bagus,2026-03-01 19:20:58,pelayanannya sangat bagus,"['pelayanannya', 'sangat', 'bagus']"
Retno Ayu wulandari,2,jelek bgt mls lah sm brimo setiap mau transfer ke bank lain pasti gabisa hrs nunggu 1 harian pdhl lagi dibutuhkan mls lah,2026-03-01 19:16:19,jelek bgt mls lah sm brimo setiap mau transfer ke bank lain pasti gabisa hrs nunggu  harian pdhl lagi dibutuhkan mls lah,"['jelek', 'bgt', 'mls', 'lah', 'sm', 'brimo', 'setiap', 'mau', 'transfer', 'ke', 'bank', 'lain', 'pasti', 'gabisa', 'hrs', 'nunggu', 'harian', 'pdhl', 'lagi', 'dibutuhkan', 'mls', 'lah']"
Iwan adis Tiya putra,5,sangat mudah dah simple express,2026-03-01 19:12:58,sangat mudah dah simple express,"['sangat', 'mudah', 'dah', 'simple', 'express']"
Ervan yuono,5,saya sangat puas dengan BRImo,2026-03-01 19:05:44,saya sangat puas dengan brimo,"['saya', 'sangat', 'puas', 'dengan', 'brimo']"
Iwanrega Suzuki,5,Sangat Membantu,2026-03-01 19:01:11,sangat membantu,"['sangat', 'membantu']"
Haura Dasha,5,"Terima ksh atas pelayanannya yang sgt memuaskan, cepat, dan tepat waktu.",2026-03-01 18:52:27,terima ksh atas pelayanannya yang sgt memuaskan cepat dan tepat waktu,"['terima', 'ksh', 'atas', 'pelayanannya', 'yang', 'sgt', 'memuaskan', 'cepat', 'dan', 'tepat', 'waktu']"
Ashraff,5,sangat bagus,2026-03-01 18:52:20,sangat bagus,"['sangat', 'bagus']"
MBoy,5,👍,2026-03-01 18:49:27,,[]
supadi padi,5,oke,2026-03-01 18:45:57,oke,['oke']
Wahana Wanci,3,sangat berarti,2026-03-01 18:45:36,sangat berarti,"['sangat', 'berarti']"
Fanny Nyuknyeng,5,baguss,2026-03-01 18:42:02,baguss,['baguss']
Aditya yesyes,5,sangat mudah digunakan dan membatu..,2026-03-01 18:40:32,sangat mudah digunakan dan membatu,"['sangat', 'mudah', 'digunakan', 'dan', 'membatu']"
Hadi Sucipto,5,ok,2026-03-01 18:33:06,ok,['ok']
Sulistiono Sulistiono,5,simpel,2026-03-01 18:30:26,simpel,['simpel']
Surya Fidaaa,3,biasa,2026-03-01 18:23:46,biasa,['biasa']
Restu,5,"haloo kak ini kenapa selalu verifikasi ulang, padahal cuma keluar aplikasi dan itu terjadi dalam sehari",2026-03-01 18:21:11,haloo kak ini kenapa selalu verifikasi ulang padahal cuma keluar aplikasi dan itu terjadi dalam sehari,"['haloo', 'kak', 'ini', 'kenapa', 'selalu', 'verifikasi', 'ulang', 'padahal', 'cuma', 'keluar', 'aplikasi', 'dan', 'itu', 'terjadi', 'dalam', 'sehari']"
Yosefina Maria koten,5,"Hallo brimoo ,saya udh pake brimo udah 1th lbih mau 2 ,tpi baru kali inii saya mendapat kendala saat masuk brimoo tba tba layarnya jadu warna putih semuaaa ,galama hitam ,itu gimnaa ya ? tolong arahannya min 🙏🙏☺",2026-03-01 18:20:52,hallo brimoo saya udh pake brimo udah th lbih mau  tpi baru kali inii saya mendapat kendala saat masuk brimoo tba tba layarnya jadu warna putih semuaaa galama hitam itu gimnaa ya  tolong arahannya min ,"['hallo', 'brimoo', 'saya', 'udh', 'pake', 'brimo', 'udah', 'th', 'lbih', 'mau', 'tpi', 'baru', 'kali', 'inii', 'saya', 'mendapat', 'kendala', 'saat', 'masuk', 'brimoo', 'tba', 'tba', 'layarnya', 'jadu', 'warna', 'putih', 'semuaaa', 'galama', 'hitam', 'itu', 'gimnaa', 'ya', 'tolong', 'arahannya', 'min']"
Endah Pratiwi,2,"wahai brimo tercinta, tolong benerin qris anda krn saya susah banget ngescan buat bayar qris kirain cuma saya doang, ternyata temen2 saya yg pakai brimo juga kesusahan masalah scan qris yg susah banget",2026-03-01 18:16:10,wahai brimo tercinta tolong benerin qris anda krn saya susah banget ngescan buat bayar qris kirain cuma saya doang ternyata temen saya yg pakai brimo juga kesusahan masalah scan qris yg susah banget,"['wahai', 'brimo', 'tercinta', 'tolong', 'benerin', 'qris', 'anda', 'krn', 'saya', 'susah', 'banget', 'ngescan', 'buat', 'bayar', 'qris', 'kirain', 'cuma', 'saya', 'doang', 'ternyata', 'temen', 'saya', 'yg', 'pakai', 'brimo', 'juga', 'kesusahan', 'masalah', 'scan', 'qris', 'yg', 'susah', 'banget']"
Cardi Septian,5,bagus mudah di gunakan untuk berbagai transaksi,2026-03-01 18:13:05,bagus mudah di gunakan untuk berbagai transaksi,"['bagus', 'mudah', 'di', 'gunakan', 'untuk', 'berbagai', 'transaksi']"
Susyanto,1,"aplikasi perbankan paling ribet diantara yg lain, sudah sukses login tetep ngga bisa transfer dan buka kartu terblokir",2026-03-01 18:04:46,aplikasi perbankan paling ribet diantara yg lain sudah sukses login tetep ngga bisa transfer dan buka kartu terblokir,"['aplikasi', 'perbankan', 'paling', 'ribet', 'diantara', 'yg', 'lain', 'sudah', 'sukses', 'login', 'tetep', 'ngga', 'bisa', 'transfer', 'dan', 'buka', 'kartu', 'terblokir']"
Ade Ruhyana,5,mudah cepat,2026-03-01 18:03:07,mudah cepat,"['mudah', 'cepat']"
Christian Oxa Putra Perdana,5,mantab anjay,2026-03-01 18:02:23,mantab anjay,"['mantab', 'anjay']"
Yulius,5,sangat membantu,2026-03-01 17:56:14,sangat membantu,"['sangat', 'membantu']"
Dede Kusmiati,5,Alhamdulillah sangat membantu saya dengan brimo bisa bertransaksi tanpa harus ke ayam ketik amau tf... bayar BPJS listrik beli pulsa jug aja di mudah.. Terimakasih brimo,2026-03-01 17:50:22,alhamdulillah sangat membantu saya dengan brimo bisa bertransaksi tanpa harus ke ayam ketik amau tf bayar bpjs listrik beli pulsa jug aja di mudah terimakasih brimo,"['alhamdulillah', 'sangat', 'membantu', 'saya', 'dengan', 'brimo', 'bisa', 'bertransaksi', 'tanpa', 'harus', 'ke', 'ayam', 'ketik', 'amau', 'tf', 'bayar', 'bpjs', 'listrik', 'beli', 'pulsa', 'jug', 'aja', 'di', 'mudah', 'terimakasih', 'brimo']"
Bima Pratama,5,sangat baik,2026-03-01 17:50:18,sangat baik,"['sangat', 'baik']"
Edi Subianto,1,duit di ATM saya hilang pak /Bu 1.500.000,2026-03-01 17:45:00,duit di atm saya hilang pak bu ,"['duit', 'di', 'atm', 'saya', 'hilang', 'pak', 'bu']"
Mon Lupi,1,tidak bisa berkata-kata tidak bisa membantu,2026-03-01 17:44:50,tidak bisa berkatakata tidak bisa membantu,"['tidak', 'bisa', 'berkatakata', 'tidak', 'bisa', 'membantu']"
Toms Nevagivup,5,untuk saat ini cukup baik,2026-03-01 17:43:00,untuk saat ini cukup baik,"['untuk', 'saat', 'ini', 'cukup', 'baik']"
Aep Saepudin,5,sangat mudah bertransaksi,2026-03-01 17:42:02,sangat mudah bertransaksi,"['sangat', 'mudah', 'bertransaksi']"
Tomi Ko,5,bagus sangat membantu,2026-03-01 17:37:39,bagus sangat membantu,"['bagus', 'sangat', 'membantu']"
Eldi Yusmi,5,memudahkan transaksi,2026-03-01 17:07:50,memudahkan transaksi,"['memudahkan', 'transaksi']"
Yanto Baraenk,5,sangat berguna,2026-03-01 17:06:54,sangat berguna,"['sangat', 'berguna']"
Budi SF_87,1,"bug parah isi saldo dana berhasil ga ada notif,harus ulang lagi pas diulang berhasil jadi 2x isi anjiiing",2026-03-01 17:03:28,bug parah isi saldo dana berhasil ga ada notifharus ulang lagi pas diulang berhasil jadi x isi anjiiing,"['bug', 'parah', 'isi', 'saldo', 'dana', 'berhasil', 'ga', 'ada', 'notifharus', 'ulang', 'lagi', 'pas', 'diulang', 'berhasil', 'jadi', 'x', 'isi', 'anjiiing']"
Fany Firdaus (Firdaus),5,oke,2026-03-01 16:58:44,oke,['oke']
Karlos _aguy,5,sangat membantu sekali,2026-03-01 16:57:37,sangat membantu sekali,"['sangat', 'membantu', 'sekali']"
Amar Muamar,5,mantap,2026-03-01 16:54:49,mantap,['mantap']
Muslimin,5,baik,2026-03-01 16:53:49,baik,['baik']
Jaya Hartono,5,tidak mudah eror,2026-03-01 16:49:05,tidak mudah eror,"['tidak', 'mudah', 'eror']"
Absar Salim,1,"Jangan pernah mengajukan kredit di BRI, mereka punya reputasi yang buruk dan seringkali menyalahi perjanjian kredit dengan nasabah. Contoh: cicilan yang jatuh tempo di Bulan Februari yang harusnya dana yang dipotong hanya untuk cicilan di Bulan Februari, akan tetapi dipotong juga hingga Maret bahkan pada saat masuk Bulan Maret sudah dipotong lagi untuk April padahal masih di awal Bulan Maret, bagaiman kita mau putar uang untuk usaha kalau semuanya diambil dan dipotong seperti ini??",2026-03-01 16:48:43,jangan pernah mengajukan kredit di bri mereka punya reputasi yang buruk dan seringkali menyalahi perjanjian kredit dengan nasabah contoh cicilan yang jatuh tempo di bulan februari yang harusnya dana yang dipotong hanya untuk cicilan di bulan februari akan tetapi dipotong juga hingga maret bahkan pada saat masuk bulan maret sudah dipotong lagi untuk april padahal masih di awal bulan maret bagaiman kita mau putar uang untuk usaha kalau semuanya diambil dan dipotong seperti ini,"['jangan', 'pernah', 'mengajukan', 'kredit', 'di', 'bri', 'mereka', 'punya', 'reputasi', 'yang', 'buruk', 'dan', 'seringkali', 'menyalahi', 'perjanjian', 'kredit', 'dengan', 'nasabah', 'contoh', 'cicilan', 'yang', 'jatuh', 'tempo', 'di', 'bulan', 'februari', 'yang', 'harusnya', 'dana', 'yang', 'dipotong', 'hanya', 'untuk', 'cicilan', 'di', 'bulan', 'februari', 'akan', 'tetapi', 'dipotong', 'juga', 'hingga', 'maret', 'bahkan', 'pada', 'saat', 'masuk', 'bulan', 'maret', 'sudah', 'dipotong', 'lagi', 'untuk', 'april', 'padahal', 'masih', 'di', 'awal', 'bulan', 'maret', 'bagaiman', 'kita', 'mau', 'putar', 'uang', 'untuk', 'usaha', 'kalau', 'semuanya', 'diambil', 'dan', 'dipotong', 'seperti', 'ini']"
War Yanto,5,good,2026-03-01 16:43:05,good,['good']
KHALIK,1,"BRIMO KENAPA ENGGA BISA DI BUKA LAGI,TOLONG DI PERBAIKI SECEPATNYA.!!!!",2026-03-01 16:42:59,brimo kenapa engga bisa di buka lagitolong di perbaiki secepatnya,"['brimo', 'kenapa', 'engga', 'bisa', 'di', 'buka', 'lagitolong', 'di', 'perbaiki', 'secepatnya']"
muhammadrendi saputra,5,top,2026-03-01 16:42:37,top,['top']
Deny Kiting,5,sama saya sdh berapa kali ini gk bisa log in begitu masuk brimo hbis tulisan brimo warna putih aja layar Bru tekluar sendiri begitu di download ulang baru bisa setiap mau login pasti download ulang terus saya,2026-03-01 16:38:10,sama saya sdh berapa kali ini gk bisa log in begitu masuk brimo hbis tulisan brimo warna putih aja layar bru tekluar sendiri begitu di download ulang baru bisa setiap mau login pasti download ulang terus saya,"['sama', 'saya', 'sdh', 'berapa', 'kali', 'ini', 'gk', 'bisa', 'log', 'in', 'begitu', 'masuk', 'brimo', 'hbis', 'tulisan', 'brimo', 'warna', 'putih', 'aja', 'layar', 'bru', 'tekluar', 'sendiri', 'begitu', 'di', 'download', 'ulang', 'baru', 'bisa', 'setiap', 'mau', 'login', 'pasti', 'download', 'ulang', 'terus', 'saya']"
papi bun,5,mantap,2026-03-01 16:32:37,mantap,['mantap']
Aranza Yahya dharaka,5,keren,2026-03-01 16:26:31,keren,['keren']
saddam mo,5,terimakasih telah memberikan kemudahan dlm bertran saksi,2026-03-01 16:22:50,terimakasih telah memberikan kemudahan dlm bertran saksi,"['terimakasih', 'telah', 'memberikan', 'kemudahan', 'dlm', 'bertran', 'saksi']"
Edy mulyadi,1,setiap mau buka aplikasi selalu cuma muncul layar putih tok harus dihapus aplikasi instal laginya isi data lagi. py ki bri ga ono perbaikan sistem po py je smp sekarang kok podo wae brimo dtutup mau bukak lagi cuma muncul layar putih harus hapus brimo trs instal lagi dan seterusnya,2026-03-01 16:22:39,setiap mau buka aplikasi selalu cuma muncul layar putih tok harus dihapus aplikasi instal laginya isi data lagi py ki bri ga ono perbaikan sistem po py je smp sekarang kok podo wae brimo dtutup mau bukak lagi cuma muncul layar putih harus hapus brimo trs instal lagi dan seterusnya,"['setiap', 'mau', 'buka', 'aplikasi', 'selalu', 'cuma', 'muncul', 'layar', 'putih', 'tok', 'harus', 'dihapus', 'aplikasi', 'instal', 'laginya', 'isi', 'data', 'lagi', 'py', 'ki', 'bri', 'ga', 'ono', 'perbaikan', 'sistem', 'po', 'py', 'je', 'smp', 'sekarang', 'kok', 'podo', 'wae', 'brimo', 'dtutup', 'mau', 'bukak', 'lagi', 'cuma', 'muncul', 'layar', 'putih', 'harus', 'hapus', 'brimo', 'trs', 'instal', 'lagi', 'dan', 'seterusnya']"
Afitalia Rondonuwu,5,mantap,2026-03-01 16:18:44,mantap,['mantap']
Aldi Ganz,5,mantaaap,2026-03-01 16:04:30,mantaaap,['mantaaap']
Nur Hasan,5,susah,2026-03-01 16:04:03,susah,['susah']
Amak Ajaib,5,cepat dan tepat,2026-03-01 15:59:57,cepat dan tepat,"['cepat', 'dan', 'tepat']"
Sis Weloet,5,Memudahkan transaksi transfer dari rumah,2026-03-01 15:58:42,memudahkan transaksi transfer dari rumah,"['memudahkan', 'transaksi', 'transfer', 'dari', 'rumah']"
Muhammad Yusup,5,samnagat membantu bertransaksi,2026-03-01 15:57:16,samnagat membantu bertransaksi,"['samnagat', 'membantu', 'bertransaksi']"
acing Jay Jay jay,5,mntap,2026-03-01 15:53:50,mntap,['mntap']
Nurul Isna,5,sangat membantu,2026-03-01 15:52:48,sangat membantu,"['sangat', 'membantu']"
marpram 1967,5,transaksi kebih mudah menggunakan brimo,2026-03-01 15:47:04,transaksi kebih mudah menggunakan brimo,"['transaksi', 'kebih', 'mudah', 'menggunakan', 'brimo']"
Flooresita Wenno,5,sangat baikk,2026-03-01 15:40:25,sangat baikk,"['sangat', 'baikk']"
rhmat mhmad_,5,"terima kasih,brimo sudah membantu saya lebih mudah dan nyaman di pakai untuk bertransaksi.",2026-03-01 15:39:01,terima kasihbrimo sudah membantu saya lebih mudah dan nyaman di pakai untuk bertransaksi,"['terima', 'kasihbrimo', 'sudah', 'membantu', 'saya', 'lebih', 'mudah', 'dan', 'nyaman', 'di', 'pakai', 'untuk', 'bertransaksi']"
al peyank,5,nice apk,2026-03-01 15:37:47,nice apk,"['nice', 'apk']"
azi saptadi,1,"1 Maret 2026 aplikasi tidak bisa login , tunggu beberapa saat tapi cukup lama sekali ya",2026-03-01 15:34:04, maret  aplikasi tidak bisa login  tunggu beberapa saat tapi cukup lama sekali ya,"['maret', 'aplikasi', 'tidak', 'bisa', 'login', 'tunggu', 'beberapa', 'saat', 'tapi', 'cukup', 'lama', 'sekali', 'ya']"
suta menggala5,5,"semoga tetap berjaya, dan bisa untuk memudahkan semua orang",2026-03-01 15:19:45,semoga tetap berjaya dan bisa untuk memudahkan semua orang,"['semoga', 'tetap', 'berjaya', 'dan', 'bisa', 'untuk', 'memudahkan', 'semua', 'orang']"
Amelia Amelia,5,sangat membantu,2026-03-01 15:17:23,sangat membantu,"['sangat', 'membantu']"
Tu Ban,5,baru pertama nyoba TF pakai brimo alhamdllh ternyata brimo mempermudah setiap kali transaksi,2026-03-01 15:02:23,baru pertama nyoba tf pakai brimo alhamdllh ternyata brimo mempermudah setiap kali transaksi,"['baru', 'pertama', 'nyoba', 'tf', 'pakai', 'brimo', 'alhamdllh', 'ternyata', 'brimo', 'mempermudah', 'setiap', 'kali', 'transaksi']"
Nur Sakina,5,bagus,2026-03-01 15:02:19,bagus,['bagus']
Yanto Hanafis,5,mantap,2026-03-01 15:00:00,mantap,['mantap']
dangtera,5,mantap,2026-03-01 14:58:18,mantap,['mantap']
Eden Kalemben,1,gangguan terussss....,2026-03-01 14:52:02,gangguan terussss,"['gangguan', 'terussss']"
Fikri Adamy,5,nice laah di mana mana ada ga susah nyari nya,2026-03-01 14:51:17,nice laah di mana mana ada ga susah nyari nya,"['nice', 'laah', 'di', 'mana', 'mana', 'ada', 'ga', 'susah', 'nyari', 'nya']"
Vivo V27s,5,sangat mempermudah,2026-03-01 14:49:50,sangat mempermudah,"['sangat', 'mempermudah']"
Agis Sofyan Nulhakim,5,lancar,2026-03-01 14:47:38,lancar,['lancar']
